_id,AnnoA,SedeR,ResidenzaR,GruppoNOME,Isc
22014,2015/2016,VENETO,VENETO,Informatica e Tecnologie ICT,2071
22015,2015/2016,VENETO,VENETO,Ingegneria industriale e dell'informazione,8846
22016,2015/2016,VENETO,VENETO,Letterario-Umanistico,3895
22017,2015/2016,VENETO,VENETO,Linguistico,8295
22018,2015/2016,VENETO,VENETO,Medico-Sanitario e Farmaceutico,10492
22019,2015/2016,VENETO,VENETO,Politico-Sociale e Comunicazione,4368
22020,2015/2016,VENETO,VENETO,Psicologico,3290
22021,2015/2016,VENETO,VENETO,Scientifico,5888
22022,2015/2016,VENETO,VENETO,Scienze motorie e sportive,988
22023,2016/2017,ABRUZZO,ABRUZZO,Agrario-Forestale e Veterinario,887
22024,2016/2017,ABRUZZO,ABRUZZO,Architettura e Ingegneria civile,2179
22025,2016/2017,ABRUZZO,ABRUZZO,Arte e Design,563
22026,2016/2017,ABRUZZO,ABRUZZO,Economico,4018
22027,2016/2017,ABRUZZO,ABRUZZO,Educazione e Formazione,1280
22028,2016/2017,ABRUZZO,ABRUZZO,Giuridico,2495
22029,2016/2017,ABRUZZO,ABRUZZO,Informatica e Tecnologie ICT,370
22030,2016/2017,ABRUZZO,ABRUZZO,Ingegneria industriale e dell'informazione,1587
22031,2016/2017,ABRUZZO,ABRUZZO,Letterario-Umanistico,1464
22032,2016/2017,ABRUZZO,ABRUZZO,Linguistico,1830
22033,2016/2017,ABRUZZO,ABRUZZO,Medico-Sanitario e Farmaceutico,5195
22034,2016/2017,ABRUZZO,ABRUZZO,Politico-Sociale e Comunicazione,1390
22035,2016/2017,ABRUZZO,ABRUZZO,Psicologico,1463
22036,2016/2017,ABRUZZO,ABRUZZO,Scientifico,2018
22037,2016/2017,ABRUZZO,ABRUZZO,Scienze motorie e sportive,1151
22038,2016/2017,ABRUZZO,BASILICATA,Agrario-Forestale e Veterinario,15
22039,2016/2017,ABRUZZO,BASILICATA,Architettura e Ingegneria civile,38
22040,2016/2017,ABRUZZO,BASILICATA,Arte e Design,19
22041,2016/2017,ABRUZZO,BASILICATA,Economico,96
22042,2016/2017,ABRUZZO,BASILICATA,Educazione e Formazione,37
22043,2016/2017,ABRUZZO,BASILICATA,Giuridico,38
22044,2016/2017,ABRUZZO,BASILICATA,Letterario-Umanistico,20
22045,2016/2017,ABRUZZO,BASILICATA,Linguistico,95
22046,2016/2017,ABRUZZO,BASILICATA,Medico-Sanitario e Farmaceutico,274
22047,2016/2017,ABRUZZO,BASILICATA,Politico-Sociale e Comunicazione,55
22048,2016/2017,ABRUZZO,BASILICATA,Psicologico,277
22049,2016/2017,ABRUZZO,BASILICATA,Scientifico,21
22050,2016/2017,ABRUZZO,BASILICATA,Scienze motorie e sportive,93
22051,2016/2017,ABRUZZO,CALABRIA,Agrario-Forestale e Veterinario,18
22052,2016/2017,ABRUZZO,CALABRIA,Architettura e Ingegneria civile,15
22053,2016/2017,ABRUZZO,CALABRIA,Economico,26
22054,2016/2017,ABRUZZO,CALABRIA,Educazione e Formazione,15
22055,2016/2017,ABRUZZO,CALABRIA,Giuridico,61
22056,2016/2017,ABRUZZO,CALABRIA,Letterario-Umanistico,10
22057,2016/2017,ABRUZZO,CALABRIA,Linguistico,14
22058,2016/2017,ABRUZZO,CALABRIA,Medico-Sanitario e Farmaceutico,131
22059,2016/2017,ABRUZZO,CALABRIA,Politico-Sociale e Comunicazione,57
22060,2016/2017,ABRUZZO,CALABRIA,Psicologico,334
22061,2016/2017,ABRUZZO,CALABRIA,Scientifico,15
22062,2016/2017,ABRUZZO,CALABRIA,Scienze motorie e sportive,107
22063,2016/2017,ABRUZZO,CAMPANIA,Agrario-Forestale e Veterinario,38
22064,2016/2017,ABRUZZO,CAMPANIA,Architettura e Ingegneria civile,103
22065,2016/2017,ABRUZZO,CAMPANIA,Arte e Design,32
22066,2016/2017,ABRUZZO,CAMPANIA,Economico,177
22067,2016/2017,ABRUZZO,CAMPANIA,Educazione e Formazione,168
22068,2016/2017,ABRUZZO,CAMPANIA,Giuridico,550
22069,2016/2017,ABRUZZO,CAMPANIA,Ingegneria industriale e dell'informazione,10
22070,2016/2017,ABRUZZO,CAMPANIA,Letterario-Umanistico,39
22071,2016/2017,ABRUZZO,CAMPANIA,Linguistico,102
22072,2016/2017,ABRUZZO,CAMPANIA,Medico-Sanitario e Farmaceutico,477
22073,2016/2017,ABRUZZO,CAMPANIA,Politico-Sociale e Comunicazione,139
22074,2016/2017,ABRUZZO,CAMPANIA,Psicologico,653
22075,2016/2017,ABRUZZO,CAMPANIA,Scientifico,73
22076,2016/2017,ABRUZZO,CAMPANIA,Scienze motorie e sportive,111
22077,2016/2017,ABRUZZO,EMILIA ROMAGNA,Agrario-Forestale e Veterinario,19
22078,2016/2017,ABRUZZO,EMILIA ROMAGNA,Economico,10
22079,2016/2017,ABRUZZO,EMILIA ROMAGNA,Educazione e Formazione,5
22080,2016/2017,ABRUZZO,EMILIA ROMAGNA,Giuridico,29
22081,2016/2017,ABRUZZO,EMILIA ROMAGNA,Linguistico,5
22082,2016/2017,ABRUZZO,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,51
22083,2016/2017,ABRUZZO,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,27
22084,2016/2017,ABRUZZO,EMILIA ROMAGNA,Psicologico,38
22085,2016/2017,ABRUZZO,EMILIA ROMAGNA,Scientifico,5
22086,2016/2017,ABRUZZO,FRIULI VENEZIA GIULIA,Giuridico,9
22087,2016/2017,ABRUZZO,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,16
22088,2016/2017,ABRUZZO,FRIULI VENEZIA GIULIA,Politico-Sociale e Comunicazione,9
22089,2016/2017,ABRUZZO,LAZIO,Agrario-Forestale e Veterinario,276
22090,2016/2017,ABRUZZO,LAZIO,Architettura e Ingegneria civile,171
22091,2016/2017,ABRUZZO,LAZIO,Arte e Design,18
22092,2016/2017,ABRUZZO,LAZIO,Economico,159
22093,2016/2017,ABRUZZO,LAZIO,Educazione e Formazione,230
22094,2016/2017,ABRUZZO,LAZIO,Giuridico,292
22095,2016/2017,ABRUZZO,LAZIO,Informatica e Tecnologie ICT,77
22096,2016/2017,ABRUZZO,LAZIO,Ingegneria industriale e dell'informazione,193
22097,2016/2017,ABRUZZO,LAZIO,Letterario-Umanistico,110
22098,2016/2017,ABRUZZO,LAZIO,Linguistico,110
22099,2016/2017,ABRUZZO,LAZIO,Medico-Sanitario e Farmaceutico,720
22100,2016/2017,ABRUZZO,LAZIO,Politico-Sociale e Comunicazione,161
22101,2016/2017,ABRUZZO,LAZIO,Psicologico,990
22102,2016/2017,ABRUZZO,LAZIO,Scientifico,450
22103,2016/2017,ABRUZZO,LAZIO,Scienze motorie e sportive,238
22104,2016/2017,ABRUZZO,LIGURIA,Agrario-Forestale e Veterinario,7
22105,2016/2017,ABRUZZO,LIGURIA,Giuridico,11
22106,2016/2017,ABRUZZO,LIGURIA,Medico-Sanitario e Farmaceutico,5
22107,2016/2017,ABRUZZO,LIGURIA,Psicologico,7
22108,2016/2017,ABRUZZO,LOMBARDIA,Agrario-Forestale e Veterinario,20
22109,2016/2017,ABRUZZO,LOMBARDIA,Economico,13
22110,2016/2017,ABRUZZO,LOMBARDIA,Educazione e Formazione,6
22111,2016/2017,ABRUZZO,LOMBARDIA,Giuridico,32
22112,2016/2017,ABRUZZO,LOMBARDIA,Letterario-Umanistico,6
22113,2016/2017,ABRUZZO,LOMBARDIA,Linguistico,7
22114,2016/2017,ABRUZZO,LOMBARDIA,Medico-Sanitario e Farmaceutico,51
22115,2016/2017,ABRUZZO,LOMBARDIA,Politico-Sociale e Comunicazione,31
22116,2016/2017,ABRUZZO,LOMBARDIA,Psicologico,49
22117,2016/2017,ABRUZZO,LOMBARDIA,Scientifico,6
22118,2016/2017,ABRUZZO,LOMBARDIA,Scienze motorie e sportive,6
22119,2016/2017,ABRUZZO,MARCHE,Agrario-Forestale e Veterinario,125
22120,2016/2017,ABRUZZO,MARCHE,Architettura e Ingegneria civile,49
22121,2016/2017,ABRUZZO,MARCHE,Arte e Design,19
22122,2016/2017,ABRUZZO,MARCHE,Economico,39
22123,2016/2017,ABRUZZO,MARCHE,Educazione e Formazione,26
22124,2016/2017,ABRUZZO,MARCHE,Giuridico,76
22125,2016/2017,ABRUZZO,MARCHE,Informatica e Tecnologie ICT,11
22126,2016/2017,ABRUZZO,MARCHE,Ingegneria industriale e dell'informazione,48
22127,2016/2017,ABRUZZO,MARCHE,Letterario-Umanistico,25
22128,2016/2017,ABRUZZO,MARCHE,Linguistico,37
22129,2016/2017,ABRUZZO,MARCHE,Medico-Sanitario e Farmaceutico,467
22130,2016/2017,ABRUZZO,MARCHE,Politico-Sociale e Comunicazione,139
22131,2016/2017,ABRUZZO,MARCHE,Psicologico,242
22132,2016/2017,ABRUZZO,MARCHE,Scientifico,72
22133,2016/2017,ABRUZZO,MARCHE,Scienze motorie e sportive,103
22134,2016/2017,ABRUZZO,MOLISE,Agrario-Forestale e Veterinario,39
22135,2016/2017,ABRUZZO,MOLISE,Architettura e Ingegneria civile,236
22136,2016/2017,ABRUZZO,MOLISE,Arte e Design,46
22137,2016/2017,ABRUZZO,MOLISE,Economico,310
22138,2016/2017,ABRUZZO,MOLISE,Educazione e Formazione,31
22139,2016/2017,ABRUZZO,MOLISE,Giuridico,61
22140,2016/2017,ABRUZZO,MOLISE,Informatica e Tecnologie ICT,9
22141,2016/2017,ABRUZZO,MOLISE,Ingegneria industriale e dell'informazione,41
22142,2016/2017,ABRUZZO,MOLISE,Letterario-Umanistico,113
22143,2016/2017,ABRUZZO,MOLISE,Linguistico,234
22144,2016/2017,ABRUZZO,MOLISE,Medico-Sanitario e Farmaceutico,414
22145,2016/2017,ABRUZZO,MOLISE,Politico-Sociale e Comunicazione,89
22146,2016/2017,ABRUZZO,MOLISE,Psicologico,177
22147,2016/2017,ABRUZZO,MOLISE,Scientifico,84
22148,2016/2017,ABRUZZO,MOLISE,Scienze motorie e sportive,60
22149,2016/2017,ABRUZZO,PIEMONTE,Giuridico,22
22150,2016/2017,ABRUZZO,PIEMONTE,Medico-Sanitario e Farmaceutico,27
22151,2016/2017,ABRUZZO,PIEMONTE,Politico-Sociale e Comunicazione,7
22152,2016/2017,ABRUZZO,PIEMONTE,Psicologico,19
22153,2016/2017,ABRUZZO,Provincia autonoma di TRENTO,Medico-Sanitario e Farmaceutico,13
22154,2016/2017,ABRUZZO,PUGLIA,Agrario-Forestale e Veterinario,70
22155,2016/2017,ABRUZZO,PUGLIA,Architettura e Ingegneria civile,537
22156,2016/2017,ABRUZZO,PUGLIA,Arte e Design,109
22157,2016/2017,ABRUZZO,PUGLIA,Economico,413
22158,2016/2017,ABRUZZO,PUGLIA,Educazione e Formazione,137
22159,2016/2017,ABRUZZO,PUGLIA,Giuridico,310
22160,2016/2017,ABRUZZO,PUGLIA,Informatica e Tecnologie ICT,8
22161,2016/2017,ABRUZZO,PUGLIA,Ingegneria industriale e dell'informazione,31
22162,2016/2017,ABRUZZO,PUGLIA,Letterario-Umanistico,95
22163,2016/2017,ABRUZZO,PUGLIA,Linguistico,406
22164,2016/2017,ABRUZZO,PUGLIA,Medico-Sanitario e Farmaceutico,1753
22165,2016/2017,ABRUZZO,PUGLIA,Politico-Sociale e Comunicazione,335
22166,2016/2017,ABRUZZO,PUGLIA,Psicologico,1031
22167,2016/2017,ABRUZZO,PUGLIA,Scientifico,194
22168,2016/2017,ABRUZZO,PUGLIA,Scienze motorie e sportive,532
22169,2016/2017,ABRUZZO,REGIONE ESTERA,Agrario-Forestale e Veterinario,10
22170,2016/2017,ABRUZZO,REGIONE ESTERA,Architettura e Ingegneria civile,23
22171,2016/2017,ABRUZZO,REGIONE ESTERA,Economico,8
22172,2016/2017,ABRUZZO,REGIONE ESTERA,Informatica e Tecnologie ICT,5
22173,2016/2017,ABRUZZO,REGIONE ESTERA,Ingegneria industriale e dell'informazione,56
22174,2016/2017,ABRUZZO,REGIONE ESTERA,Linguistico,10
22175,2016/2017,ABRUZZO,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,71
22176,2016/2017,ABRUZZO,REGIONE ESTERA,Psicologico,10
22177,2016/2017,ABRUZZO,REGIONE ESTERA,Scientifico,31
22178,2016/2017,ABRUZZO,REGIONE NON FORNITA,Agrario-Forestale e Veterinario,8
22179,2016/2017,ABRUZZO,SARDEGNA,Giuridico,22
22180,2016/2017,ABRUZZO,SARDEGNA,Medico-Sanitario e Farmaceutico,10
22181,2016/2017,ABRUZZO,SARDEGNA,Politico-Sociale e Comunicazione,5
22182,2016/2017,ABRUZZO,SARDEGNA,Psicologico,23
22183,2016/2017,ABRUZZO,SARDEGNA,Scienze motorie e sportive,11
22184,2016/2017,ABRUZZO,SICILIA,Agrario-Forestale e Veterinario,35
22185,2016/2017,ABRUZZO,SICILIA,Architettura e Ingegneria civile,9
22186,2016/2017,ABRUZZO,SICILIA,Arte e Design,8
22187,2016/2017,ABRUZZO,SICILIA,Economico,20
22188,2016/2017,ABRUZZO,SICILIA,Educazione e Formazione,19
22189,2016/2017,ABRUZZO,SICILIA,Giuridico,162
22190,2016/2017,ABRUZZO,SICILIA,Ingegneria industriale e dell'informazione,5
22191,2016/2017,ABRUZZO,SICILIA,Letterario-Umanistico,6
22192,2016/2017,ABRUZZO,SICILIA,Linguistico,14
22193,2016/2017,ABRUZZO,SICILIA,Medico-Sanitario e Farmaceutico,151
22194,2016/2017,ABRUZZO,SICILIA,Politico-Sociale e Comunicazione,46
22195,2016/2017,ABRUZZO,SICILIA,Psicologico,89
22196,2016/2017,ABRUZZO,SICILIA,Scientifico,38
22197,2016/2017,ABRUZZO,SICILIA,Scienze motorie e sportive,47
22198,2016/2017,ABRUZZO,TOSCANA,Agrario-Forestale e Veterinario,8
22199,2016/2017,ABRUZZO,TOSCANA,Giuridico,25
22200,2016/2017,ABRUZZO,TOSCANA,Medico-Sanitario e Farmaceutico,18
22201,2016/2017,ABRUZZO,TOSCANA,Politico-Sociale e Comunicazione,17
22202,2016/2017,ABRUZZO,TOSCANA,Psicologico,43
22203,2016/2017,ABRUZZO,UMBRIA,Agrario-Forestale e Veterinario,10
22204,2016/2017,ABRUZZO,UMBRIA,Architettura e Ingegneria civile,10
22205,2016/2017,ABRUZZO,UMBRIA,Economico,7
22206,2016/2017,ABRUZZO,UMBRIA,Educazione e Formazione,11
22207,2016/2017,ABRUZZO,UMBRIA,Giuridico,13
22208,2016/2017,ABRUZZO,UMBRIA,Ingegneria industriale e dell'informazione,10
22209,2016/2017,ABRUZZO,UMBRIA,Medico-Sanitario e Farmaceutico,54
22210,2016/2017,ABRUZZO,UMBRIA,Politico-Sociale e Comunicazione,10
22211,2016/2017,ABRUZZO,UMBRIA,Psicologico,99
22212,2016/2017,ABRUZZO,VENETO,Agrario-Forestale e Veterinario,10
22213,2016/2017,ABRUZZO,VENETO,Economico,8
22214,2016/2017,ABRUZZO,VENETO,Giuridico,25
22215,2016/2017,ABRUZZO,VENETO,Medico-Sanitario e Farmaceutico,50
22216,2016/2017,ABRUZZO,VENETO,Politico-Sociale e Comunicazione,52
22217,2016/2017,ABRUZZO,VENETO,Psicologico,18
22218,2016/2017,BASILICATA,BASILICATA,Agrario-Forestale e Veterinario,506
22219,2016/2017,BASILICATA,BASILICATA,Architettura e Ingegneria civile,879
22220,2016/2017,BASILICATA,BASILICATA,Arte e Design,210
22221,2016/2017,BASILICATA,BASILICATA,Economico,848
22222,2016/2017,BASILICATA,BASILICATA,Educazione e Formazione,262
22223,2016/2017,BASILICATA,BASILICATA,Informatica e Tecnologie ICT,357
22224,2016/2017,BASILICATA,BASILICATA,Ingegneria industriale e dell'informazione,425
22225,2016/2017,BASILICATA,BASILICATA,Letterario-Umanistico,546
22226,2016/2017,BASILICATA,BASILICATA,Linguistico,71
22227,2016/2017,BASILICATA,BASILICATA,Medico-Sanitario e Farmaceutico,818
22228,2016/2017,BASILICATA,BASILICATA,Politico-Sociale e Comunicazione,59
22229,2016/2017,BASILICATA,BASILICATA,Scientifico,526
22230,2016/2017,BASILICATA,BASILICATA,Scienze motorie e sportive,5
22231,2016/2017,BASILICATA,CALABRIA,Agrario-Forestale e Veterinario,27
22232,2016/2017,BASILICATA,CALABRIA,Architettura e Ingegneria civile,21
22233,2016/2017,BASILICATA,CALABRIA,Economico,5
22234,2016/2017,BASILICATA,CALABRIA,Educazione e Formazione,17
22235,2016/2017,BASILICATA,CALABRIA,Ingegneria industriale e dell'informazione,5
22236,2016/2017,BASILICATA,CALABRIA,Medico-Sanitario e Farmaceutico,15
22237,2016/2017,BASILICATA,CALABRIA,Scientifico,6
22238,2016/2017,BASILICATA,CAMPANIA,Agrario-Forestale e Veterinario,166
22239,2016/2017,BASILICATA,CAMPANIA,Architettura e Ingegneria civile,90
22240,2016/2017,BASILICATA,CAMPANIA,Economico,50
22241,2016/2017,BASILICATA,CAMPANIA,Educazione e Formazione,7
22242,2016/2017,BASILICATA,CAMPANIA,Informatica e Tecnologie ICT,18
22243,2016/2017,BASILICATA,CAMPANIA,Ingegneria industriale e dell'informazione,34
22244,2016/2017,BASILICATA,CAMPANIA,Letterario-Umanistico,43
22245,2016/2017,BASILICATA,CAMPANIA,Medico-Sanitario e Farmaceutico,101
22246,2016/2017,BASILICATA,CAMPANIA,Scientifico,57
22247,2016/2017,BASILICATA,CAMPANIA,Scienze motorie e sportive,37
22248,2016/2017,BASILICATA,LAZIO,Medico-Sanitario e Farmaceutico,20
22249,2016/2017,BASILICATA,Provincia autonoma di Bolzano,Medico-Sanitario e Farmaceutico,10
22250,2016/2017,BASILICATA,PUGLIA,Agrario-Forestale e Veterinario,54
22251,2016/2017,BASILICATA,PUGLIA,Architettura e Ingegneria civile,272
22252,2016/2017,BASILICATA,PUGLIA,Arte e Design,62
22253,2016/2017,BASILICATA,PUGLIA,Economico,13
22254,2016/2017,BASILICATA,PUGLIA,Educazione e Formazione,375
22255,2016/2017,BASILICATA,PUGLIA,Ingegneria industriale e dell'informazione,23
22256,2016/2017,BASILICATA,PUGLIA,Medico-Sanitario e Farmaceutico,96
22257,2016/2017,BASILICATA,PUGLIA,Scientifico,28
22258,2016/2017,BASILICATA,REGIONE ESTERA,Agrario-Forestale e Veterinario,23
22259,2016/2017,BASILICATA,SICILIA,Medico-Sanitario e Farmaceutico,8
22260,2016/2017,CALABRIA,ABRUZZO,Medico-Sanitario e Farmaceutico,10
22261,2016/2017,CALABRIA,BASILICATA,Architettura e Ingegneria civile,22
22262,2016/2017,CALABRIA,BASILICATA,Economico,31
22263,2016/2017,CALABRIA,BASILICATA,Educazione e Formazione,14
22264,2016/2017,CALABRIA,BASILICATA,Giuridico,14
22265,2016/2017,CALABRIA,BASILICATA,Ingegneria industriale e dell'informazione,19
22266,2016/2017,CALABRIA,BASILICATA,Letterario-Umanistico,5
22267,2016/2017,CALABRIA,BASILICATA,Linguistico,9
22268,2016/2017,CALABRIA,BASILICATA,Medico-Sanitario e Farmaceutico,61
22269,2016/2017,CALABRIA,BASILICATA,Politico-Sociale e Comunicazione,9
22270,2016/2017,CALABRIA,BASILICATA,Scientifico,49
22271,2016/2017,CALABRIA,CALABRIA,Agrario-Forestale e Veterinario,936
22272,2016/2017,CALABRIA,CALABRIA,Architettura e Ingegneria civile,3701
22273,2016/2017,CALABRIA,CALABRIA,Arte e Design,636
22274,2016/2017,CALABRIA,CALABRIA,Economico,5804
22275,2016/2017,CALABRIA,CALABRIA,Educazione e Formazione,1994
22276,2016/2017,CALABRIA,CALABRIA,Giuridico,5336
22277,2016/2017,CALABRIA,CALABRIA,Informatica e Tecnologie ICT,438
22278,2016/2017,CALABRIA,CALABRIA,Ingegneria industriale e dell'informazione,4509
22279,2016/2017,CALABRIA,CALABRIA,Letterario-Umanistico,1541
22280,2016/2017,CALABRIA,CALABRIA,Linguistico,1163
22281,2016/2017,CALABRIA,CALABRIA,Medico-Sanitario e Farmaceutico,6520
22282,2016/2017,CALABRIA,CALABRIA,Politico-Sociale e Comunicazione,3113
22283,2016/2017,CALABRIA,CALABRIA,Psicologico,273
22284,2016/2017,CALABRIA,CALABRIA,Scientifico,4287
22285,2016/2017,CALABRIA,CALABRIA,Scienze motorie e sportive,641
22286,2016/2017,CALABRIA,CAMPANIA,Architettura e Ingegneria civile,6
22287,2016/2017,CALABRIA,CAMPANIA,Economico,6
22288,2016/2017,CALABRIA,CAMPANIA,Giuridico,5
22289,2016/2017,CALABRIA,CAMPANIA,Medico-Sanitario e Farmaceutico,87
22290,2016/2017,CALABRIA,CAMPANIA,Politico-Sociale e Comunicazione,7
22291,2016/2017,CALABRIA,EMILIA ROMAGNA,Architettura e Ingegneria civile,18
22292,2016/2017,CALABRIA,EMILIA ROMAGNA,Arte e Design,12
22293,2016/2017,CALABRIA,EMILIA ROMAGNA,Economico,80
22294,2016/2017,CALABRIA,EMILIA ROMAGNA,Educazione e Formazione,35
22295,2016/2017,CALABRIA,EMILIA ROMAGNA,Giuridico,24
22296,2016/2017,CALABRIA,EMILIA ROMAGNA,Informatica e Tecnologie ICT,11
22297,2016/2017,CALABRIA,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,56
22298,2016/2017,CALABRIA,EMILIA ROMAGNA,Letterario-Umanistico,35
22299,2016/2017,CALABRIA,EMILIA ROMAGNA,Linguistico,13
22300,2016/2017,CALABRIA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,50
22301,2016/2017,CALABRIA,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,59
22302,2016/2017,CALABRIA,EMILIA ROMAGNA,Scientifico,58
22303,2016/2017,CALABRIA,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,10
22304,2016/2017,CALABRIA,LAZIO,Architettura e Ingegneria civile,7
22305,2016/2017,CALABRIA,LAZIO,Giuridico,10
22306,2016/2017,CALABRIA,LAZIO,Medico-Sanitario e Farmaceutico,118
22307,2016/2017,CALABRIA,LAZIO,Scientifico,7
22308,2016/2017,CALABRIA,LOMBARDIA,Architettura e Ingegneria civile,10
22309,2016/2017,CALABRIA,LOMBARDIA,Economico,10
22310,2016/2017,CALABRIA,LOMBARDIA,Giuridico,15
22311,2016/2017,CALABRIA,LOMBARDIA,Ingegneria industriale e dell'informazione,14
22312,2016/2017,CALABRIA,LOMBARDIA,Medico-Sanitario e Farmaceutico,44
22313,2016/2017,CALABRIA,LOMBARDIA,Politico-Sociale e Comunicazione,5
22314,2016/2017,CALABRIA,LOMBARDIA,Scientifico,7
22315,2016/2017,CALABRIA,PIEMONTE,Medico-Sanitario e Farmaceutico,21
22316,2016/2017,CALABRIA,PUGLIA,Architettura e Ingegneria civile,8
22317,2016/2017,CALABRIA,PUGLIA,Economico,5
22318,2016/2017,CALABRIA,PUGLIA,Ingegneria industriale e dell'informazione,7
22319,2016/2017,CALABRIA,PUGLIA,Medico-Sanitario e Farmaceutico,108
22320,2016/2017,CALABRIA,PUGLIA,Politico-Sociale e Comunicazione,5
22321,2016/2017,CALABRIA,PUGLIA,Scientifico,9
22322,2016/2017,CALABRIA,REGIONE ESTERA,Architettura e Ingegneria civile,26
22323,2016/2017,CALABRIA,REGIONE ESTERA,Arte e Design,14
22324,2016/2017,CALABRIA,REGIONE ESTERA,Economico,104
22325,2016/2017,CALABRIA,REGIONE ESTERA,Educazione e Formazione,7
22326,2016/2017,CALABRIA,REGIONE ESTERA,Giuridico,7
22327,2016/2017,CALABRIA,REGIONE ESTERA,Informatica e Tecnologie ICT,20
22328,2016/2017,CALABRIA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,64
22329,2016/2017,CALABRIA,REGIONE ESTERA,Letterario-Umanistico,19
22330,2016/2017,CALABRIA,REGIONE ESTERA,Linguistico,11
22331,2016/2017,CALABRIA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,74
22332,2016/2017,CALABRIA,REGIONE ESTERA,Politico-Sociale e Comunicazione,37
22333,2016/2017,CALABRIA,REGIONE ESTERA,Scientifico,44
22334,2016/2017,CALABRIA,SARDEGNA,Medico-Sanitario e Farmaceutico,7
22335,2016/2017,CALABRIA,SICILIA,Agrario-Forestale e Veterinario,35
22336,2016/2017,CALABRIA,SICILIA,Architettura e Ingegneria civile,374
22337,2016/2017,CALABRIA,SICILIA,Economico,12
22338,2016/2017,CALABRIA,SICILIA,Giuridico,31
22339,2016/2017,CALABRIA,SICILIA,Ingegneria industriale e dell'informazione,10
22340,2016/2017,CALABRIA,SICILIA,Medico-Sanitario e Farmaceutico,326
22341,2016/2017,CALABRIA,SICILIA,Politico-Sociale e Comunicazione,5
22342,2016/2017,CALABRIA,SICILIA,Scientifico,18
22343,2016/2017,CALABRIA,TOSCANA,Medico-Sanitario e Farmaceutico,15
22344,2016/2017,CALABRIA,UMBRIA,Medico-Sanitario e Farmaceutico,5
22345,2016/2017,CALABRIA,VENETO,Medico-Sanitario e Farmaceutico,22
22346,2016/2017,CAMPANIA,ABRUZZO,Architettura e Ingegneria civile,62
22347,2016/2017,CAMPANIA,ABRUZZO,Economico,121
22348,2016/2017,CAMPANIA,ABRUZZO,Educazione e Formazione,27
22349,2016/2017,CAMPANIA,ABRUZZO,Giuridico,75
22350,2016/2017,CAMPANIA,ABRUZZO,Ingegneria industriale e dell'informazione,21
22351,2016/2017,CAMPANIA,ABRUZZO,Linguistico,31
22352,2016/2017,CAMPANIA,ABRUZZO,Medico-Sanitario e Farmaceutico,29
22353,2016/2017,CAMPANIA,ABRUZZO,Politico-Sociale e Comunicazione,14
22354,2016/2017,CAMPANIA,ABRUZZO,Psicologico,6
22355,2016/2017,CAMPANIA,ABRUZZO,Scientifico,30
22356,2016/2017,CAMPANIA,ABRUZZO,Scienze motorie e sportive,36
22357,2016/2017,CAMPANIA,BASILICATA,Agrario-Forestale e Veterinario,28
22358,2016/2017,CAMPANIA,BASILICATA,Architettura e Ingegneria civile,128
22359,2016/2017,CAMPANIA,BASILICATA,Arte e Design,44
22360,2016/2017,CAMPANIA,BASILICATA,Economico,284
22361,2016/2017,CAMPANIA,BASILICATA,Educazione e Formazione,206
22362,2016/2017,CAMPANIA,BASILICATA,Giuridico,438
22363,2016/2017,CAMPANIA,BASILICATA,Informatica e Tecnologie ICT,38
22364,2016/2017,CAMPANIA,BASILICATA,Ingegneria industriale e dell'informazione,221
22365,2016/2017,CAMPANIA,BASILICATA,Letterario-Umanistico,114
22366,2016/2017,CAMPANIA,BASILICATA,Linguistico,231
22367,2016/2017,CAMPANIA,BASILICATA,Medico-Sanitario e Farmaceutico,283
22368,2016/2017,CAMPANIA,BASILICATA,Politico-Sociale e Comunicazione,215
22369,2016/2017,CAMPANIA,BASILICATA,Psicologico,23
22370,2016/2017,CAMPANIA,BASILICATA,Scientifico,135
22371,2016/2017,CAMPANIA,BASILICATA,Scienze motorie e sportive,100
22372,2016/2017,CAMPANIA,CALABRIA,Agrario-Forestale e Veterinario,26
22373,2016/2017,CAMPANIA,CALABRIA,Architettura e Ingegneria civile,143
