_id,AnnoA,SedeR,ResidenzaR,GruppoNOME,Isc
21629,2015/2016,UMBRIA,MARCHE,Linguistico,17
21630,2015/2016,UMBRIA,MARCHE,Medico-Sanitario e Farmaceutico,257
21631,2015/2016,UMBRIA,MARCHE,Politico-Sociale e Comunicazione,52
21632,2015/2016,UMBRIA,MARCHE,Psicologico,41
21633,2015/2016,UMBRIA,MARCHE,Scientifico,91
21634,2015/2016,UMBRIA,MARCHE,Scienze motorie e sportive,18
21635,2015/2016,UMBRIA,MOLISE,Agrario-Forestale e Veterinario,8
21636,2015/2016,UMBRIA,MOLISE,Economico,6
21637,2015/2016,UMBRIA,MOLISE,Educazione e Formazione,6
21638,2015/2016,UMBRIA,MOLISE,Giuridico,12
21639,2015/2016,UMBRIA,MOLISE,Letterario-Umanistico,5
21640,2015/2016,UMBRIA,MOLISE,Medico-Sanitario e Farmaceutico,26
21641,2015/2016,UMBRIA,MOLISE,Politico-Sociale e Comunicazione,10
21642,2015/2016,UMBRIA,MOLISE,Scientifico,14
21643,2015/2016,UMBRIA,PIEMONTE,Agrario-Forestale e Veterinario,6
21644,2015/2016,UMBRIA,PIEMONTE,Medico-Sanitario e Farmaceutico,20
21645,2015/2016,UMBRIA,PIEMONTE,Politico-Sociale e Comunicazione,14
21646,2015/2016,UMBRIA,Provincia autonoma di TRENTO,Medico-Sanitario e Farmaceutico,7
21647,2015/2016,UMBRIA,Provincia autonoma di TRENTO,Politico-Sociale e Comunicazione,5
21648,2015/2016,UMBRIA,PUGLIA,Agrario-Forestale e Veterinario,55
21649,2015/2016,UMBRIA,PUGLIA,Architettura e Ingegneria civile,7
21650,2015/2016,UMBRIA,PUGLIA,Arte e Design,8
21651,2015/2016,UMBRIA,PUGLIA,Economico,34
21652,2015/2016,UMBRIA,PUGLIA,Educazione e Formazione,22
21653,2015/2016,UMBRIA,PUGLIA,Giuridico,33
21654,2015/2016,UMBRIA,PUGLIA,Informatica e Tecnologie ICT,6
21655,2015/2016,UMBRIA,PUGLIA,Ingegneria industriale e dell'informazione,7
21656,2015/2016,UMBRIA,PUGLIA,Letterario-Umanistico,15
21657,2015/2016,UMBRIA,PUGLIA,Linguistico,16
21658,2015/2016,UMBRIA,PUGLIA,Medico-Sanitario e Farmaceutico,243
21659,2015/2016,UMBRIA,PUGLIA,Politico-Sociale e Comunicazione,94
21660,2015/2016,UMBRIA,PUGLIA,Psicologico,21
21661,2015/2016,UMBRIA,PUGLIA,Scientifico,83
21662,2015/2016,UMBRIA,PUGLIA,Scienze motorie e sportive,20
21663,2015/2016,UMBRIA,REGIONE ESTERA,Agrario-Forestale e Veterinario,8
21664,2015/2016,UMBRIA,REGIONE ESTERA,Architettura e Ingegneria civile,5
21665,2015/2016,UMBRIA,REGIONE ESTERA,Economico,15
21666,2015/2016,UMBRIA,REGIONE ESTERA,Giuridico,6
21667,2015/2016,UMBRIA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,5
21668,2015/2016,UMBRIA,REGIONE ESTERA,Letterario-Umanistico,156
21669,2015/2016,UMBRIA,REGIONE ESTERA,Linguistico,22
21670,2015/2016,UMBRIA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,22
21671,2015/2016,UMBRIA,REGIONE ESTERA,Politico-Sociale e Comunicazione,77
21672,2015/2016,UMBRIA,REGIONE ESTERA,Scientifico,15
21673,2015/2016,UMBRIA,SARDEGNA,Agrario-Forestale e Veterinario,7
21674,2015/2016,UMBRIA,SARDEGNA,Letterario-Umanistico,5
21675,2015/2016,UMBRIA,SARDEGNA,Medico-Sanitario e Farmaceutico,15
21676,2015/2016,UMBRIA,SARDEGNA,Politico-Sociale e Comunicazione,30
21677,2015/2016,UMBRIA,SARDEGNA,Psicologico,10
21678,2015/2016,UMBRIA,SARDEGNA,Scientifico,17
21679,2015/2016,UMBRIA,SICILIA,Agrario-Forestale e Veterinario,63
21680,2015/2016,UMBRIA,SICILIA,Architettura e Ingegneria civile,8
21681,2015/2016,UMBRIA,SICILIA,Arte e Design,6
21682,2015/2016,UMBRIA,SICILIA,Economico,27
21683,2015/2016,UMBRIA,SICILIA,Educazione e Formazione,24
21684,2015/2016,UMBRIA,SICILIA,Giuridico,18
21685,2015/2016,UMBRIA,SICILIA,Informatica e Tecnologie ICT,5
21686,2015/2016,UMBRIA,SICILIA,Ingegneria industriale e dell'informazione,5
21687,2015/2016,UMBRIA,SICILIA,Letterario-Umanistico,16
21688,2015/2016,UMBRIA,SICILIA,Linguistico,14
21689,2015/2016,UMBRIA,SICILIA,Medico-Sanitario e Farmaceutico,183
21690,2015/2016,UMBRIA,SICILIA,Politico-Sociale e Comunicazione,137
21691,2015/2016,UMBRIA,SICILIA,Psicologico,19
21692,2015/2016,UMBRIA,SICILIA,Scientifico,111
21693,2015/2016,UMBRIA,SICILIA,Scienze motorie e sportive,12
21694,2015/2016,UMBRIA,TOSCANA,Agrario-Forestale e Veterinario,101
21695,2015/2016,UMBRIA,TOSCANA,Architettura e Ingegneria civile,51
21696,2015/2016,UMBRIA,TOSCANA,Arte e Design,10
21697,2015/2016,UMBRIA,TOSCANA,Economico,65
21698,2015/2016,UMBRIA,TOSCANA,Educazione e Formazione,28
21699,2015/2016,UMBRIA,TOSCANA,Giuridico,69
21700,2015/2016,UMBRIA,TOSCANA,Informatica e Tecnologie ICT,15
21701,2015/2016,UMBRIA,TOSCANA,Ingegneria industriale e dell'informazione,55
21702,2015/2016,UMBRIA,TOSCANA,Letterario-Umanistico,26
21703,2015/2016,UMBRIA,TOSCANA,Linguistico,19
21704,2015/2016,UMBRIA,TOSCANA,Medico-Sanitario e Farmaceutico,153
21705,2015/2016,UMBRIA,TOSCANA,Politico-Sociale e Comunicazione,109
21706,2015/2016,UMBRIA,TOSCANA,Psicologico,34
21707,2015/2016,UMBRIA,TOSCANA,Scientifico,105
21708,2015/2016,UMBRIA,TOSCANA,Scienze motorie e sportive,109
21709,2015/2016,UMBRIA,UMBRIA,Agrario-Forestale e Veterinario,895
21710,2015/2016,UMBRIA,UMBRIA,Architettura e Ingegneria civile,842
21711,2015/2016,UMBRIA,UMBRIA,Arte e Design,257
21712,2015/2016,UMBRIA,UMBRIA,Economico,2086
21713,2015/2016,UMBRIA,UMBRIA,Educazione e Formazione,801
21714,2015/2016,UMBRIA,UMBRIA,Giuridico,1019
21715,2015/2016,UMBRIA,UMBRIA,Informatica e Tecnologie ICT,365
21716,2015/2016,UMBRIA,UMBRIA,Ingegneria industriale e dell'informazione,1026
21717,2015/2016,UMBRIA,UMBRIA,Letterario-Umanistico,630
21718,2015/2016,UMBRIA,UMBRIA,Linguistico,453
21719,2015/2016,UMBRIA,UMBRIA,Medico-Sanitario e Farmaceutico,3025
21720,2015/2016,UMBRIA,UMBRIA,Politico-Sociale e Comunicazione,1202
21721,2015/2016,UMBRIA,UMBRIA,Psicologico,488
21722,2015/2016,UMBRIA,UMBRIA,Scientifico,1336
21723,2015/2016,UMBRIA,UMBRIA,Scienze motorie e sportive,467
21724,2015/2016,UMBRIA,VENETO,Agrario-Forestale e Veterinario,8
21725,2015/2016,UMBRIA,VENETO,Medico-Sanitario e Farmaceutico,45
21726,2015/2016,UMBRIA,VENETO,Politico-Sociale e Comunicazione,19
21727,2015/2016,UMBRIA,VENETO,Scientifico,14
21728,2015/2016,VALLE D'AOSTA,LIGURIA,Linguistico,5
21729,2015/2016,VALLE D'AOSTA,LIGURIA,Psicologico,9
21730,2015/2016,VALLE D'AOSTA,LOMBARDIA,Economico,5
21731,2015/2016,VALLE D'AOSTA,LOMBARDIA,Linguistico,8
21732,2015/2016,VALLE D'AOSTA,LOMBARDIA,Psicologico,17
21733,2015/2016,VALLE D'AOSTA,PIEMONTE,Economico,24
21734,2015/2016,VALLE D'AOSTA,PIEMONTE,Linguistico,101
21735,2015/2016,VALLE D'AOSTA,PIEMONTE,Politico-Sociale e Comunicazione,12
21736,2015/2016,VALLE D'AOSTA,PIEMONTE,Psicologico,121
21737,2015/2016,VALLE D'AOSTA,PUGLIA,Linguistico,15
21738,2015/2016,VALLE D'AOSTA,REGIONE ESTERA,Linguistico,5
21739,2015/2016,VALLE D'AOSTA,SARDEGNA,Linguistico,6
21740,2015/2016,VALLE D'AOSTA,SICILIA,Linguistico,23
21741,2015/2016,VALLE D'AOSTA,VALLE D'AOSTA,Economico,249
21742,2015/2016,VALLE D'AOSTA,VALLE D'AOSTA,Educazione e Formazione,158
21743,2015/2016,VALLE D'AOSTA,VALLE D'AOSTA,Linguistico,73
21744,2015/2016,VALLE D'AOSTA,VALLE D'AOSTA,Medico-Sanitario e Farmaceutico,53
21745,2015/2016,VALLE D'AOSTA,VALLE D'AOSTA,Politico-Sociale e Comunicazione,122
21746,2015/2016,VALLE D'AOSTA,VALLE D'AOSTA,Psicologico,121
21747,2015/2016,VENETO,ABRUZZO,Agrario-Forestale e Veterinario,5
21748,2015/2016,VENETO,ABRUZZO,Architettura e Ingegneria civile,16
21749,2015/2016,VENETO,ABRUZZO,Arte e Design,17
21750,2015/2016,VENETO,ABRUZZO,Economico,37
21751,2015/2016,VENETO,ABRUZZO,Giuridico,7
21752,2015/2016,VENETO,ABRUZZO,Ingegneria industriale e dell'informazione,30
21753,2015/2016,VENETO,ABRUZZO,Letterario-Umanistico,28
21754,2015/2016,VENETO,ABRUZZO,Linguistico,78
21755,2015/2016,VENETO,ABRUZZO,Medico-Sanitario e Farmaceutico,52
21756,2015/2016,VENETO,ABRUZZO,Politico-Sociale e Comunicazione,15
21757,2015/2016,VENETO,ABRUZZO,Psicologico,35
21758,2015/2016,VENETO,ABRUZZO,Scientifico,62
21759,2015/2016,VENETO,BASILICATA,Architettura e Ingegneria civile,7
21760,2015/2016,VENETO,BASILICATA,Arte e Design,8
21761,2015/2016,VENETO,BASILICATA,Economico,13
21762,2015/2016,VENETO,BASILICATA,Giuridico,7
21763,2015/2016,VENETO,BASILICATA,Ingegneria industriale e dell'informazione,15
21764,2015/2016,VENETO,BASILICATA,Letterario-Umanistico,10
21765,2015/2016,VENETO,BASILICATA,Linguistico,22
21766,2015/2016,VENETO,BASILICATA,Medico-Sanitario e Farmaceutico,23
21767,2015/2016,VENETO,BASILICATA,Politico-Sociale e Comunicazione,7
21768,2015/2016,VENETO,BASILICATA,Psicologico,19
21769,2015/2016,VENETO,BASILICATA,Scientifico,16
21770,2015/2016,VENETO,CALABRIA,Agrario-Forestale e Veterinario,6
21771,2015/2016,VENETO,CALABRIA,Architettura e Ingegneria civile,16
21772,2015/2016,VENETO,CALABRIA,Arte e Design,10
21773,2015/2016,VENETO,CALABRIA,Economico,46
21774,2015/2016,VENETO,CALABRIA,Educazione e Formazione,8
21775,2015/2016,VENETO,CALABRIA,Giuridico,23
21776,2015/2016,VENETO,CALABRIA,Informatica e Tecnologie ICT,7
21777,2015/2016,VENETO,CALABRIA,Ingegneria industriale e dell'informazione,25
21778,2015/2016,VENETO,CALABRIA,Letterario-Umanistico,11
21779,2015/2016,VENETO,CALABRIA,Linguistico,77
21780,2015/2016,VENETO,CALABRIA,Medico-Sanitario e Farmaceutico,30
21781,2015/2016,VENETO,CALABRIA,Politico-Sociale e Comunicazione,26
21782,2015/2016,VENETO,CALABRIA,Psicologico,62
21783,2015/2016,VENETO,CALABRIA,Scientifico,36
21784,2015/2016,VENETO,CAMPANIA,Agrario-Forestale e Veterinario,8
21785,2015/2016,VENETO,CAMPANIA,Architettura e Ingegneria civile,30
21786,2015/2016,VENETO,CAMPANIA,Arte e Design,27
21787,2015/2016,VENETO,CAMPANIA,Economico,62
21788,2015/2016,VENETO,CAMPANIA,Educazione e Formazione,8
21789,2015/2016,VENETO,CAMPANIA,Giuridico,9
21790,2015/2016,VENETO,CAMPANIA,Ingegneria industriale e dell'informazione,26
21791,2015/2016,VENETO,CAMPANIA,Letterario-Umanistico,24
21792,2015/2016,VENETO,CAMPANIA,Linguistico,75
21793,2015/2016,VENETO,CAMPANIA,Medico-Sanitario e Farmaceutico,50
21794,2015/2016,VENETO,CAMPANIA,Politico-Sociale e Comunicazione,25
21795,2015/2016,VENETO,CAMPANIA,Psicologico,81
21796,2015/2016,VENETO,CAMPANIA,Scientifico,51
21797,2015/2016,VENETO,EMILIA ROMAGNA,Agrario-Forestale e Veterinario,23
21798,2015/2016,VENETO,EMILIA ROMAGNA,Architettura e Ingegneria civile,107
21799,2015/2016,VENETO,EMILIA ROMAGNA,Arte e Design,120
21800,2015/2016,VENETO,EMILIA ROMAGNA,Economico,184
21801,2015/2016,VENETO,EMILIA ROMAGNA,Educazione e Formazione,40
21802,2015/2016,VENETO,EMILIA ROMAGNA,Giuridico,8
21803,2015/2016,VENETO,EMILIA ROMAGNA,Informatica e Tecnologie ICT,14
21804,2015/2016,VENETO,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,53
21805,2015/2016,VENETO,EMILIA ROMAGNA,Letterario-Umanistico,85
21806,2015/2016,VENETO,EMILIA ROMAGNA,Linguistico,701
21807,2015/2016,VENETO,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,112
21808,2015/2016,VENETO,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,95
21809,2015/2016,VENETO,EMILIA ROMAGNA,Psicologico,509
21810,2015/2016,VENETO,EMILIA ROMAGNA,Scientifico,104
21811,2015/2016,VENETO,EMILIA ROMAGNA,Scienze motorie e sportive,9
21812,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Agrario-Forestale e Veterinario,82
21813,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Architettura e Ingegneria civile,225
21814,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Arte e Design,188
21815,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Economico,387
21816,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Educazione e Formazione,464
21817,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Giuridico,90
21818,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Informatica e Tecnologie ICT,29
21819,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Ingegneria industriale e dell'informazione,269
21820,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Letterario-Umanistico,235
21821,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Linguistico,428
21822,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,373
21823,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Politico-Sociale e Comunicazione,223
21824,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Psicologico,291
21825,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Scientifico,219
21826,2015/2016,VENETO,FRIULI VENEZIA GIULIA,Scienze motorie e sportive,21
21827,2015/2016,VENETO,LAZIO,Agrario-Forestale e Veterinario,11
21828,2015/2016,VENETO,LAZIO,Architettura e Ingegneria civile,23
21829,2015/2016,VENETO,LAZIO,Arte e Design,29
21830,2015/2016,VENETO,LAZIO,Economico,31
21831,2015/2016,VENETO,LAZIO,Giuridico,7
21832,2015/2016,VENETO,LAZIO,Ingegneria industriale e dell'informazione,16
21833,2015/2016,VENETO,LAZIO,Letterario-Umanistico,37
21834,2015/2016,VENETO,LAZIO,Linguistico,109
21835,2015/2016,VENETO,LAZIO,Medico-Sanitario e Farmaceutico,30
21836,2015/2016,VENETO,LAZIO,Politico-Sociale e Comunicazione,31
21837,2015/2016,VENETO,LAZIO,Psicologico,81
21838,2015/2016,VENETO,LAZIO,Scientifico,64
21839,2015/2016,VENETO,LIGURIA,Architettura e Ingegneria civile,7
21840,2015/2016,VENETO,LIGURIA,Arte e Design,18
21841,2015/2016,VENETO,LIGURIA,Economico,18
21842,2015/2016,VENETO,LIGURIA,Letterario-Umanistico,11
21843,2015/2016,VENETO,LIGURIA,Linguistico,96
21844,2015/2016,VENETO,LIGURIA,Medico-Sanitario e Farmaceutico,9
21845,2015/2016,VENETO,LIGURIA,Politico-Sociale e Comunicazione,20
21846,2015/2016,VENETO,LIGURIA,Psicologico,44
21847,2015/2016,VENETO,LIGURIA,Scientifico,24
21848,2015/2016,VENETO,LOMBARDIA,Agrario-Forestale e Veterinario,142
21849,2015/2016,VENETO,LOMBARDIA,Architettura e Ingegneria civile,150
21850,2015/2016,VENETO,LOMBARDIA,Arte e Design,361
21851,2015/2016,VENETO,LOMBARDIA,Economico,377
21852,2015/2016,VENETO,LOMBARDIA,Educazione e Formazione,471
21853,2015/2016,VENETO,LOMBARDIA,Giuridico,238
21854,2015/2016,VENETO,LOMBARDIA,Informatica e Tecnologie ICT,119
21855,2015/2016,VENETO,LOMBARDIA,Ingegneria industriale e dell'informazione,118
21856,2015/2016,VENETO,LOMBARDIA,Letterario-Umanistico,484
21857,2015/2016,VENETO,LOMBARDIA,Linguistico,1484
21858,2015/2016,VENETO,LOMBARDIA,Medico-Sanitario e Farmaceutico,355
21859,2015/2016,VENETO,LOMBARDIA,Politico-Sociale e Comunicazione,358
21860,2015/2016,VENETO,LOMBARDIA,Psicologico,687
21861,2015/2016,VENETO,LOMBARDIA,Scientifico,347
21862,2015/2016,VENETO,LOMBARDIA,Scienze motorie e sportive,94
21863,2015/2016,VENETO,MARCHE,Agrario-Forestale e Veterinario,14
21864,2015/2016,VENETO,MARCHE,Architettura e Ingegneria civile,37
21865,2015/2016,VENETO,MARCHE,Arte e Design,55
21866,2015/2016,VENETO,MARCHE,Economico,56
21867,2015/2016,VENETO,MARCHE,Educazione e Formazione,14
21868,2015/2016,VENETO,MARCHE,Giuridico,5
21869,2015/2016,VENETO,MARCHE,Ingegneria industriale e dell'informazione,46
21870,2015/2016,VENETO,MARCHE,Letterario-Umanistico,46
21871,2015/2016,VENETO,MARCHE,Linguistico,163
21872,2015/2016,VENETO,MARCHE,Medico-Sanitario e Farmaceutico,46
21873,2015/2016,VENETO,MARCHE,Politico-Sociale e Comunicazione,25
21874,2015/2016,VENETO,MARCHE,Psicologico,130
21875,2015/2016,VENETO,MARCHE,Scientifico,89
21876,2015/2016,VENETO,MOLISE,Architettura e Ingegneria civile,5
21877,2015/2016,VENETO,MOLISE,Economico,8
21878,2015/2016,VENETO,MOLISE,Giuridico,5
21879,2015/2016,VENETO,MOLISE,Ingegneria industriale e dell'informazione,8
21880,2015/2016,VENETO,MOLISE,Letterario-Umanistico,10
21881,2015/2016,VENETO,MOLISE,Linguistico,25
21882,2015/2016,VENETO,MOLISE,Medico-Sanitario e Farmaceutico,12
21883,2015/2016,VENETO,MOLISE,Psicologico,11
21884,2015/2016,VENETO,MOLISE,Scientifico,13
21885,2015/2016,VENETO,PIEMONTE,Agrario-Forestale e Veterinario,13
21886,2015/2016,VENETO,PIEMONTE,Architettura e Ingegneria civile,19
21887,2015/2016,VENETO,PIEMONTE,Arte e Design,32
21888,2015/2016,VENETO,PIEMONTE,Economico,37
21889,2015/2016,VENETO,PIEMONTE,Educazione e Formazione,7
21890,2015/2016,VENETO,PIEMONTE,Giuridico,5
21891,2015/2016,VENETO,PIEMONTE,Letterario-Umanistico,17
21892,2015/2016,VENETO,PIEMONTE,Linguistico,195
21893,2015/2016,VENETO,PIEMONTE,Medico-Sanitario e Farmaceutico,28
21894,2015/2016,VENETO,PIEMONTE,Politico-Sociale e Comunicazione,34
21895,2015/2016,VENETO,PIEMONTE,Psicologico,77
21896,2015/2016,VENETO,PIEMONTE,Scientifico,30
21897,2015/2016,VENETO,Provincia autonoma di Bolzano,Agrario-Forestale e Veterinario,25
21898,2015/2016,VENETO,Provincia autonoma di Bolzano,Architettura e Ingegneria civile,20
21899,2015/2016,VENETO,Provincia autonoma di Bolzano,Arte e Design,24
21900,2015/2016,VENETO,Provincia autonoma di Bolzano,Economico,65
21901,2015/2016,VENETO,Provincia autonoma di Bolzano,Educazione e Formazione,80
21902,2015/2016,VENETO,Provincia autonoma di Bolzano,Giuridico,59
21903,2015/2016,VENETO,Provincia autonoma di Bolzano,Informatica e Tecnologie ICT,10
21904,2015/2016,VENETO,Provincia autonoma di Bolzano,Ingegneria industriale e dell'informazione,25
21905,2015/2016,VENETO,Provincia autonoma di Bolzano,Letterario-Umanistico,40
21906,2015/2016,VENETO,Provincia autonoma di Bolzano,Linguistico,154
21907,2015/2016,VENETO,Provincia autonoma di Bolzano,Medico-Sanitario e Farmaceutico,84
21908,2015/2016,VENETO,Provincia autonoma di Bolzano,Politico-Sociale e Comunicazione,54
21909,2015/2016,VENETO,Provincia autonoma di Bolzano,Psicologico,48
21910,2015/2016,VENETO,Provincia autonoma di Bolzano,Scientifico,35
21911,2015/2016,VENETO,Provincia autonoma di Bolzano,Scienze motorie e sportive,15
21912,2015/2016,VENETO,Provincia autonoma di TRENTO,Agrario-Forestale e Veterinario,204
21913,2015/2016,VENETO,Provincia autonoma di TRENTO,Architettura e Ingegneria civile,116
21914,2015/2016,VENETO,Provincia autonoma di TRENTO,Arte e Design,76
21915,2015/2016,VENETO,Provincia autonoma di TRENTO,Economico,106
21916,2015/2016,VENETO,Provincia autonoma di TRENTO,Educazione e Formazione,484
21917,2015/2016,VENETO,Provincia autonoma di TRENTO,Giuridico,103
21918,2015/2016,VENETO,Provincia autonoma di TRENTO,Informatica e Tecnologie ICT,37
21919,2015/2016,VENETO,Provincia autonoma di TRENTO,Ingegneria industriale e dell'informazione,100
21920,2015/2016,VENETO,Provincia autonoma di TRENTO,Letterario-Umanistico,87
21921,2015/2016,VENETO,Provincia autonoma di TRENTO,Linguistico,278
21922,2015/2016,VENETO,Provincia autonoma di TRENTO,Medico-Sanitario e Farmaceutico,664
21923,2015/2016,VENETO,Provincia autonoma di TRENTO,Politico-Sociale e Comunicazione,146
21924,2015/2016,VENETO,Provincia autonoma di TRENTO,Psicologico,214
21925,2015/2016,VENETO,Provincia autonoma di TRENTO,Scientifico,179
21926,2015/2016,VENETO,Provincia autonoma di TRENTO,Scienze motorie e sportive,128
21927,2015/2016,VENETO,PUGLIA,Agrario-Forestale e Veterinario,30
21928,2015/2016,VENETO,PUGLIA,Architettura e Ingegneria civile,62
21929,2015/2016,VENETO,PUGLIA,Arte e Design,48
21930,2015/2016,VENETO,PUGLIA,Economico,124
21931,2015/2016,VENETO,PUGLIA,Educazione e Formazione,20
21932,2015/2016,VENETO,PUGLIA,Giuridico,29
21933,2015/2016,VENETO,PUGLIA,Informatica e Tecnologie ICT,14
21934,2015/2016,VENETO,PUGLIA,Ingegneria industriale e dell'informazione,61
21935,2015/2016,VENETO,PUGLIA,Letterario-Umanistico,47
21936,2015/2016,VENETO,PUGLIA,Linguistico,191
21937,2015/2016,VENETO,PUGLIA,Medico-Sanitario e Farmaceutico,192
21938,2015/2016,VENETO,PUGLIA,Politico-Sociale e Comunicazione,56
21939,2015/2016,VENETO,PUGLIA,Psicologico,209
21940,2015/2016,VENETO,PUGLIA,Scientifico,111
21941,2015/2016,VENETO,REGIONE ESTERA,Agrario-Forestale e Veterinario,39
21942,2015/2016,VENETO,REGIONE ESTERA,Architettura e Ingegneria civile,105
21943,2015/2016,VENETO,REGIONE ESTERA,Arte e Design,78
21944,2015/2016,VENETO,REGIONE ESTERA,Economico,161
21945,2015/2016,VENETO,REGIONE ESTERA,Educazione e Formazione,10
21946,2015/2016,VENETO,REGIONE ESTERA,Giuridico,16
21947,2015/2016,VENETO,REGIONE ESTERA,Informatica e Tecnologie ICT,47
21948,2015/2016,VENETO,REGIONE ESTERA,Ingegneria industriale e dell'informazione,58
21949,2015/2016,VENETO,REGIONE ESTERA,Letterario-Umanistico,67
21950,2015/2016,VENETO,REGIONE ESTERA,Linguistico,168
21951,2015/2016,VENETO,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,146
21952,2015/2016,VENETO,REGIONE ESTERA,Politico-Sociale e Comunicazione,161
21953,2015/2016,VENETO,REGIONE ESTERA,Psicologico,75
21954,2015/2016,VENETO,REGIONE ESTERA,Scientifico,118
21955,2015/2016,VENETO,REGIONE ESTERA,Scienze motorie e sportive,5
21956,2015/2016,VENETO,SARDEGNA,Agrario-Forestale e Veterinario,5
21957,2015/2016,VENETO,SARDEGNA,Architettura e Ingegneria civile,22
21958,2015/2016,VENETO,SARDEGNA,Arte e Design,21
21959,2015/2016,VENETO,SARDEGNA,Economico,36
21960,2015/2016,VENETO,SARDEGNA,Educazione e Formazione,19
21961,2015/2016,VENETO,SARDEGNA,Giuridico,8
21962,2015/2016,VENETO,SARDEGNA,Informatica e Tecnologie ICT,16
21963,2015/2016,VENETO,SARDEGNA,Ingegneria industriale e dell'informazione,21
21964,2015/2016,VENETO,SARDEGNA,Letterario-Umanistico,12
21965,2015/2016,VENETO,SARDEGNA,Linguistico,157
21966,2015/2016,VENETO,SARDEGNA,Medico-Sanitario e Farmaceutico,39
21967,2015/2016,VENETO,SARDEGNA,Politico-Sociale e Comunicazione,53
21968,2015/2016,VENETO,SARDEGNA,Psicologico,110
21969,2015/2016,VENETO,SARDEGNA,Scientifico,50
21970,2015/2016,VENETO,SICILIA,Agrario-Forestale e Veterinario,32
21971,2015/2016,VENETO,SICILIA,Architettura e Ingegneria civile,53
21972,2015/2016,VENETO,SICILIA,Arte e Design,68
21973,2015/2016,VENETO,SICILIA,Economico,156
21974,2015/2016,VENETO,SICILIA,Educazione e Formazione,37
21975,2015/2016,VENETO,SICILIA,Giuridico,57
21976,2015/2016,VENETO,SICILIA,Informatica e Tecnologie ICT,17
21977,2015/2016,VENETO,SICILIA,Ingegneria industriale e dell'informazione,63
21978,2015/2016,VENETO,SICILIA,Letterario-Umanistico,67
21979,2015/2016,VENETO,SICILIA,Linguistico,377
21980,2015/2016,VENETO,SICILIA,Medico-Sanitario e Farmaceutico,357
21981,2015/2016,VENETO,SICILIA,Politico-Sociale e Comunicazione,57
21982,2015/2016,VENETO,SICILIA,Psicologico,182
21983,2015/2016,VENETO,SICILIA,Scientifico,115
21984,2015/2016,VENETO,SICILIA,Scienze motorie e sportive,5
21985,2015/2016,VENETO,TOSCANA,Agrario-Forestale e Veterinario,5
21986,2015/2016,VENETO,TOSCANA,Architettura e Ingegneria civile,24
21987,2015/2016,VENETO,TOSCANA,Arte e Design,35
21988,2015/2016,VENETO,TOSCANA,Economico,53
21989,2015/2016,VENETO,TOSCANA,Informatica e Tecnologie ICT,5
21990,2015/2016,VENETO,TOSCANA,Ingegneria industriale e dell'informazione,12
21991,2015/2016,VENETO,TOSCANA,Letterario-Umanistico,32
21992,2015/2016,VENETO,TOSCANA,Linguistico,235
21993,2015/2016,VENETO,TOSCANA,Medico-Sanitario e Farmaceutico,24
21994,2015/2016,VENETO,TOSCANA,Politico-Sociale e Comunicazione,34
21995,2015/2016,VENETO,TOSCANA,Psicologico,146
21996,2015/2016,VENETO,TOSCANA,Scientifico,37
21997,2015/2016,VENETO,UMBRIA,Architettura e Ingegneria civile,8
21998,2015/2016,VENETO,UMBRIA,Arte e Design,20
21999,2015/2016,VENETO,UMBRIA,Economico,22
22000,2015/2016,VENETO,UMBRIA,Letterario-Umanistico,7
22001,2015/2016,VENETO,UMBRIA,Linguistico,48
22002,2015/2016,VENETO,UMBRIA,Medico-Sanitario e Farmaceutico,10
22003,2015/2016,VENETO,UMBRIA,Politico-Sociale e Comunicazione,12
22004,2015/2016,VENETO,UMBRIA,Psicologico,51
22005,2015/2016,VENETO,UMBRIA,Scientifico,27
22006,2015/2016,VENETO,VALLE D'AOSTA,Letterario-Umanistico,7
22007,2015/2016,VENETO,VALLE D'AOSTA,Linguistico,10
22008,2015/2016,VENETO,VENETO,Agrario-Forestale e Veterinario,3049
22009,2015/2016,VENETO,VENETO,Architettura e Ingegneria civile,4657
22010,2015/2016,VENETO,VENETO,Arte e Design,3201
22011,2015/2016,VENETO,VENETO,Economico,11847
22012,2015/2016,VENETO,VENETO,Educazione e Formazione,4486
22013,2015/2016,VENETO,VENETO,Giuridico,5919
